"utterance","episode_name","season","episode_number","character"
"Where's the girl?","The Massacre At Hawkins Lab","4","7",NA
"Perhaps you need more time to think.","The Massacre At Hawkins Lab","4","7",NA
"Let's go.","The Massacre At Hawkins Lab","4","7",NA
"No, wait, wait. Please. Wait!","The Massacre At Hawkins Lab","4","7",NA
"Please.","The Massacre At Hawkins Lab","4","7",NA
"Just don't kill her.","The Massacre At Hawkins Lab","4","7",NA
"Promise me you won't kill her.","The Massacre At Hawkins Lab","4","7",NA
"We're running out of time here, Martin. Hawkins is running out of time.","The Massacre At Hawkins Lab","4","7",NA
"I understand the stakes quite well.","The Massacre At Hawkins Lab","4","7",NA
"Sometimes I wonder if you really do.","The Massacre At Hawkins Lab","4","7",NA
"Or maybe you've just done all this","The Massacre At Hawkins Lab","4","7",NA
"'cause you missed your daddy-daughter time.","The Massacre At Hawkins Lab","4","7",NA
"I've given you everything you asked for.","The Massacre At Hawkins Lab","4","7",NA
"I've compromised my principles. I've risked my life, my family's life.","The Massacre At Hawkins Lab","4","7",NA
"All because you assured me this would work,","The Massacre At Hawkins Lab","4","7",NA
"that this was the only way.","The Massacre At Hawkins Lab","4","7",NA
"But I don't see any progress out there, Martin.","The Massacre At Hawkins Lab","4","7",NA
"You know what I see?","The Massacre At Hawkins Lab","4","7",NA
"I see a frightened, traumatized little girl.","The Massacre At Hawkins Lab","4","7",NA
"Good for us.","The Massacre At Hawkins Lab","4","7",NA
"The truth is, you're regressing, Eleven.","The Massacre At Hawkins Lab","4","7",NA
"You're going backwards.","The Massacre At Hawkins Lab","4","7",NA
"Eleven, look at me.","The Massacre At Hawkins Lab","4","7",NA
"Look at me.","The Massacre At Hawkins Lab","4","7",NA
"I know you're frightened.","The Massacre At Hawkins Lab","4","7",NA
"You're terribly frightened by what you've seen.","The Massacre At Hawkins Lab","4","7",NA
"But it's this very fear that's now holding you back.","The Massacre At Hawkins Lab","4","7",NA
"If you want Nina to succeed,","The Massacre At Hawkins Lab","4","7",NA
"you cannot hide from the truth, no matter how frightening it may be.","The Massacre At Hawkins Lab","4","7",NA
"I saw what I did.","The Massacre At Hawkins Lab","4","7",NA
"I am a monster.","The Massacre At Hawkins Lab","4","7",NA
"You speak of monsters,","The Massacre At Hawkins Lab","4","7",NA
"superheroes.","The Massacre At Hawkins Lab","4","7",NA
"That's the stuff of myth and fairy tales.","The Massacre At Hawkins Lab","4","7",NA
"Reality, truth, is rarely so simple.","The Massacre At Hawkins Lab","4","7",NA
"People are not so easily defined.","The Massacre At Hawkins Lab","4","7",NA
"Only by facing all of ourselves, the good and the bad,","The Massacre At Hawkins Lab","4","7",NA
"can we become whole.","The Massacre At Hawkins Lab","4","7",NA
"What if I don't wanna become whole?","The Massacre At Hawkins Lab","4","7",NA
"Then that is a choice.","The Massacre At Hawkins Lab","4","7",NA
"Your choice.","The Massacre At Hawkins Lab","4","7",NA
"The door is always open.","The Massacre At Hawkins Lab","4","7",NA
"This place","The Massacre At Hawkins Lab","4","7",NA
"is not a prison.","The Massacre At Hawkins Lab","4","7",NA
"This is.","The Massacre At Hawkins Lab","4","7",NA
"You chose to trust me once.","The Massacre At Hawkins Lab","4","7",NA
"I'm asking you to trust me again.","The Massacre At Hawkins Lab","4","7",NA
"Journey with me into the past one last time.","The Massacre At Hawkins Lab","4","7",NA
"Stop hiding, Eleven.","The Massacre At Hawkins Lab","4","7",NA
"What have you done?","The Massacre At Hawkins Lab","4","7",NA
"How much time did you skip?","The Massacre At Hawkins Lab","4","7",NA
"You wanted progress.","The Massacre At Hawkins Lab","4","7",NA
"I'm giving it to you.","The Massacre At Hawkins Lab","4","7",NA
"What exactly were you all doing at the lake?","The Massacre At Hawkins Lab","4","7",NA
"Uh…","The Massacre At Hawkins Lab","4","7",NA
"It's comp...","The Massacre At Hawkins Lab","4","7",NA
"We were… We were just going for a walk.","The Massacre At Hawkins Lab","4","7",NA
"A walk?","The Massacre At Hawkins Lab","4","7",NA
"At 9:00 p.m.?","The Massacre At Hawkins Lab","4","7",NA
"To the lake.","The Massacre At Hawkins Lab","4","7",NA
"We were gonna","The Massacre At Hawkins Lab","4","7",NA
"take a little swim.","The Massacre At Hawkins Lab","4","7",NA
"Little night swim.","The Massacre At Hawkins Lab","4","7",NA
"Dusty.","The Massacre At Hawkins Lab","4","7",NA
"Someone was just murdered there.","The Massacre At Hawkins Lab","4","7",NA
"Yeah, we… we didn't realize that until we got there.","The Massacre At Hawkins Lab","4","7",NA
"That's why we didn't swim.","The Massacre At Hawkins Lab","4","7",NA
"And Nancy, was she with you at this night swim?","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"Yes. Uh…","The Massacre At Hawkins Lab","4","7",NA
"We're not sure.","The Massacre At Hawkins Lab","4","7",NA
"She was there.","The Massacre At Hawkins Lab","4","7",NA
"Then she left.","The Massacre At Hawkins Lab","4","7",NA
"It's all a little confusing.","The Massacre At Hawkins Lab","4","7",NA
"That's when you guys came.","The Massacre At Hawkins Lab","4","7",NA
"Right. Then they dared me to say what I said.","The Massacre At Hawkins Lab","4","7",NA
"Oh, yeah.","The Massacre At Hawkins Lab","4","7",NA
"About the killer.","The Massacre At Hawkins Lab","4","7",NA
"You're lucky you didn't get shot.","The Massacre At Hawkins Lab","4","7",NA
"Have you had any contact with Eddie?","The Massacre At Hawkins Lab","4","7",NA
"That psycho… freak killer?","The Massacre At Hawkins Lab","4","7",NA
"God, no.","The Massacre At Hawkins Lab","4","7",NA
"Nope. Absolutely not.","The Massacre At Hawkins Lab","4","7",NA
"No. We haven't heard from him.","The Massacre At Hawkins Lab","4","7",NA
"We barely know the guy.","The Massacre At Hawkins Lab","4","7",NA
"Who?","The Massacre At Hawkins Lab","4","7",NA
"Oh, that's a bunch of bull.","The Massacre At Hawkins Lab","4","7",NA
"Erica!","The Massacre At Hawkins Lab","4","7",NA
"I mean, you realize they're lying.","The Massacre At Hawkins Lab","4","7",NA
"The whole couch is on fire.","The Massacre At Hawkins Lab","4","7",NA
"Erica.","The Massacre At Hawkins Lab","4","7",NA
"Just the facts.","The Massacre At Hawkins Lab","4","7",NA
"Are you lying to these policemen, Dusty?","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"Lying to cops is a crime, son.","The Massacre At Hawkins Lab","4","7",NA
"I'm not lying.","The Massacre At Hawkins Lab","4","7",NA
"The fire is consuming us.","The Massacre At Hawkins Lab","4","7",NA
"Threaten them with a little jail time. Maybe that'll loosen their lips.","The Massacre At Hawkins Lab","4","7",NA
"Okay...","The Massacre At Hawkins Lab","4","7",NA
"You wanna send our kids to jail?","The Massacre At Hawkins Lab","4","7",NA
"We need to take this seriously.","The Massacre At Hawkins Lab","4","7",NA
"He didn't mean it like that.","The Massacre At Hawkins Lab","4","7",NA
"Shut up!","The Massacre At Hawkins Lab","4","7",NA
"Oh my God.","The Massacre At Hawkins Lab","4","7",NA
"Shut up!","The Massacre At Hawkins Lab","4","7",NA
"Jesus.","The Massacre At Hawkins Lab","4","7",NA
"Shh.","The Massacre At Hawkins Lab","4","7",NA
"We're gonna try a more civilized approach.","The Massacre At Hawkins Lab","4","7",NA
"One at a time.","The Massacre At Hawkins Lab","4","7",NA
"You first.","The Massacre At Hawkins Lab","4","7",NA
"Wait, what? Why me?","The Massacre At Hawkins Lab","4","7",NA
"Follow me.","The Massacre At Hawkins Lab","4","7",NA
"I'm not even in Hellfire.","The Massacre At Hawkins Lab","4","7",NA
"Do I need to cuff you?","The Massacre At Hawkins Lab","4","7",NA
"Up.","The Massacre At Hawkins Lab","4","7",NA
"Chop-chop.","The Massacre At Hawkins Lab","4","7",NA
"Let's go.","The Massacre At Hawkins Lab","4","7",NA
"Oh… okay.","The Massacre At Hawkins Lab","4","7",NA
"That was close.","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"Too close.","The Massacre At Hawkins Lab","4","7",NA
"Oh, sh… shit.","The Massacre At Hawkins Lab","4","7",NA
"Steve?","The Massacre At Hawkins Lab","4","7",NA
"Jesus.","The Massacre At Hawkins Lab","4","7",NA
"I'm fine. I'm fine.","The Massacre At Hawkins Lab","4","7",NA
"No, no, no. You're not. You're losing blood.","The Massacre At Hawkins Lab","4","7",NA
"Come on, sit. All right?","The Massacre At Hawkins Lab","4","7",NA
"All right.","The Massacre At Hawkins Lab","4","7",NA
"Oh…","The Massacre At Hawkins Lab","4","7",NA
"Okay.","The Massacre At Hawkins Lab","4","7",NA
"So the good news is I'm pretty sure wooziness is not a symptom of rabies.","The Massacre At Hawkins Lab","4","7",NA
"But if you start having hallucinations or muscle spasms","The Massacre At Hawkins Lab","4","7",NA
"or you start feeling aggressive, like you wanna punch me, let me know.","The Massacre At Hawkins Lab","4","7",NA
"Robin.","The Massacre At Hawkins Lab","4","7",NA
"Yeah?","The Massacre At Hawkins Lab","4","7",NA
"I kinda wanna punch you.","The Massacre At Hawkins Lab","4","7",NA
"Sense of humor's still intact. That's a good sign.","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"Okay.","The Massacre At Hawkins Lab","4","7",NA
"Okay.","The Massacre At Hawkins Lab","4","7",NA
"You ready?","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"Just do it.","The Massacre At Hawkins Lab","4","7",NA
"Sorry.","The Massacre At Hawkins Lab","4","7",NA
"It's okay.","The Massacre At Hawkins Lab","4","7",NA
"Too tight?","The Massacre At Hawkins Lab","4","7",NA
"No, that's good.","The Massacre At Hawkins Lab","4","7",NA
"All right.","The Massacre At Hawkins Lab","4","7",NA
"Okay.","The Massacre At Hawkins Lab","4","7",NA
"Thanks.","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"So, uh,","The Massacre At Hawkins Lab","4","7",NA
"this place is like Hawkins, but with monsters and nasty shit?","The Massacre At Hawkins Lab","4","7",NA
"Pretty much.","The Massacre At Hawkins Lab","4","7",NA
"Wait, watch out for the vines.","The Massacre At Hawkins Lab","4","7",NA
"It's all a hive mind.","The Massacre At Hawkins Lab","4","7",NA
"It's all a what?","The Massacre At Hawkins Lab","4","7",NA
"All the creepy crawlies around here.","The Massacre At Hawkins Lab","4","7",NA
"They're, like, one or something.","The Massacre At Hawkins Lab","4","7",NA
"Step on a vine, you're stepping on a bat, you're stepping on Vecna.","The Massacre At Hawkins Lab","4","7",NA
"Shit.","The Massacre At Hawkins Lab","4","7",NA
"But everything from our world is still here, right? Except people?","The Massacre At Hawkins Lab","4","7",NA
"As far as I understand it, yeah.","The Massacre At Hawkins Lab","4","7",NA
"So, theoretically, we could go to the police station","The Massacre At Hawkins Lab","4","7",NA
"and steal guns and grenades and whatever we need","The Massacre At Hawkins Lab","4","7",NA
"to blow up those bat things that are guarding the gate.","The Massacre At Hawkins Lab","4","7",NA
"I highly doubt the Hawkins PD has grenades, Robin.","The Massacre At Hawkins Lab","4","7",NA
"But guns, yeah, sure.","The Massacre At Hawkins Lab","4","7",NA
"Well, we don't have to go all the way downtown for guns.","The Massacre At Hawkins Lab","4","7",NA
"I have guns in my bedroom.","The Massacre At Hawkins Lab","4","7",NA
"You,","The Massacre At Hawkins Lab","4","7",NA
"Nancy Wheeler,","The Massacre At Hawkins Lab","4","7",NA
"have guns, plural,","The Massacre At Hawkins Lab","4","7",NA
"in your bedroom?","The Massacre At Hawkins Lab","4","7",NA
"Full of surprises, isn't she?","The Massacre At Hawkins Lab","4","7",NA
"A Russian Makarov and a revolver.","The Massacre At Hawkins Lab","4","7",NA
"Yeah, you almost shot me with that one.","The Massacre At Hawkins Lab","4","7",NA
"You almost deserved it.","The Massacre At Hawkins Lab","4","7",NA
"For your modesty, dude.","The Massacre At Hawkins Lab","4","7",NA
"Oh my god!","The Massacre At Hawkins Lab","4","7",NA
"So guns seem like a pretty good idea to me.","The Massacre At Hawkins Lab","4","7",NA
"Yeah, me too.","The Massacre At Hawkins Lab","4","7",NA
"So what are we waiting for?","The Massacre At Hawkins Lab","4","7",NA
"You know,","The Massacre At Hawkins Lab","4","7",NA
"what we are to attempt is quite mad.","The Massacre At Hawkins Lab","4","7",NA
"Even by your standards, American.","The Massacre At Hawkins Lab","4","7",NA
"Yeah?","The Massacre At Hawkins Lab","4","7",NA
"You got odds for us this time?","The Massacre At Hawkins Lab","4","7",NA
"I think…","The Massacre At Hawkins Lab","4","7",NA
"A thousand to one?","The Massacre At Hawkins Lab","4","7",NA
"Even if we somehow kill this beast, we still must escape.","The Massacre At Hawkins Lab","4","7",NA
"We fail there,","The Massacre At Hawkins Lab","4","7",NA
"I don't think they will be so kind as to throw us back in a cell.","The Massacre At Hawkins Lab","4","7",NA
"They will shoot us on sight.","The Massacre At Hawkins Lab","4","7",NA
"We'd die as monster slayers.","The Massacre At Hawkins Lab","4","7",NA
"You'll be a legend.","The Massacre At Hawkins Lab","4","7",NA
"But still a traitor. You forgot traitor.","The Massacre At Hawkins Lab","4","7",NA
"Monster slayer trumps traitor.","The Massacre At Hawkins Lab","4","7",NA
"I bet Mikhail will be proud of his pops, at least.","The Massacre At Hawkins Lab","4","7",NA
"Mikhail?","The Massacre At Hawkins Lab","4","7",NA
"Mmm.","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"I can't do nothing right with him anymore, it seems.","The Massacre At Hawkins Lab","4","7",NA
"He will say,","The Massacre At Hawkins Lab","4","7",NA
"""Papa, I bet that bald American did most of the monster slaying.""","The Massacre At Hawkins Lab","4","7",NA
"He's that age, huh?","The Massacre At Hawkins Lab","4","7",NA
"Yeah, he is that age.","The Massacre At Hawkins Lab","4","7",NA
"It is same for you, American?","The Massacre At Hawkins Lab","4","7",NA
"With your new daughter?","The Massacre At Hawkins Lab","4","7",NA
"The last time I was with El, she wanted just about nothing to do with me.","The Massacre At Hawkins Lab","4","7",NA
"I was just in her way, really.","The Massacre At Hawkins Lab","4","7",NA
"I think back to the way I was with my dad at that age. I was the same way.","The Massacre At Hawkins Lab","4","7",NA
"The exact same way.","The Massacre At Hawkins Lab","4","7",NA
"I think it must be hardwired into us to reject our fathers.","The Massacre At Hawkins Lab","4","7",NA
"So we can grow and move on.","The Massacre At Hawkins Lab","4","7",NA
"Become something of our own.","The Massacre At Hawkins Lab","4","7",NA
"I hope that's what she's doing.","The Massacre At Hawkins Lab","4","7",NA
"Coming into her own.","The Massacre At Hawkins Lab","4","7",NA
"But still...","The Massacre At Hawkins Lab","4","7",NA
"You worry.","The Massacre At Hawkins Lab","4","7",NA
"To worry for our sons and daughters,","The Massacre At Hawkins Lab","4","7",NA
"that is natural, isn't it?","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"But nothing about what El has had to deal with is natural.","The Massacre At Hawkins Lab","4","7",NA
"That beast,","The Massacre At Hawkins Lab","4","7",NA
"that monster in there,","The Massacre At Hawkins Lab","4","7",NA
"it's a part of something that wants to hurt El. To kill her.","The Massacre At Hawkins Lab","4","7",NA
"I don't understand.","The Massacre At Hawkins Lab","4","7",NA
"To be honest, neither do I.","The Massacre At Hawkins Lab","4","7",NA
"All I know is that thing…","The Massacre At Hawkins Lab","4","7",NA
"That thing shouldn't be here. It shouldn't be alive.","The Massacre At Hawkins Lab","4","7",NA
"Because it is, it means it still isn't over.","The Massacre At Hawkins Lab","4","7",NA
"I thought I was put here","The Massacre At Hawkins Lab","4","7",NA
"to pay for what I've done.","The Massacre At Hawkins Lab","4","7",NA
"But I might've been put here for some other reason.","The Massacre At Hawkins Lab","4","7",NA
"Maybe I…","The Massacre At Hawkins Lab","4","7",NA
"Maybe I can still help El.","The Massacre At Hawkins Lab","4","7",NA
"Even if it's the last thing I do.","The Massacre At Hawkins Lab","4","7",NA
"You almost sound religious, American.","The Massacre At Hawkins Lab","4","7",NA
"Religious? I don't know about that.","The Massacre At Hawkins Lab","4","7",NA
"But maybe I should give that prayer thing a try.","The Massacre At Hawkins Lab","4","7",NA
"'Cause if we wanna get out of here, get back to El and Mikhail,","The Massacre At Hawkins Lab","4","7",NA
"you and me…","The Massacre At Hawkins Lab","4","7",NA
"We're gonna need a miracle.","The Massacre At Hawkins Lab","4","7",NA
"Can I help you, comrade?","The Massacre At Hawkins Lab","4","7",NA
"My name is Yuri Ismaylov.","The Massacre At Hawkins Lab","4","7",NA
"Hello.","The Massacre At Hawkins Lab","4","7",NA
"The warden is expecting me.","The Massacre At Hawkins Lab","4","7",NA
"I have a very special delivery for him.","The Massacre At Hawkins Lab","4","7",NA
"A rare import from America.","The Massacre At Hawkins Lab","4","7",NA
"Okay, okay. I'm okay.","The Massacre At Hawkins Lab","4","7",NA
"Try your best not to blink.","The Massacre At Hawkins Lab","4","7",NA
"Any more headaches?","The Massacre At Hawkins Lab","4","7",NA
"Nausea this morning?","The Massacre At Hawkins Lab","4","7",NA
"How about your memory?","The Massacre At Hawkins Lab","4","7",NA
"Can you remember what happened now?","The Massacre At Hawkins Lab","4","7",NA
"Perhaps someone else can help fill in the gaps.","The Massacre At Hawkins Lab","4","7",NA
"Yes?","The Massacre At Hawkins Lab","4","7",NA
"Good morning, children.","The Massacre At Hawkins Lab","4","7",NA
"Good morning, Papa.","The Massacre At Hawkins Lab","4","7",NA
"Today's lesson is going to be about rules.","The Massacre At Hawkins Lab","4","7",NA
"Ah, for some of you,","The Massacre At Hawkins Lab","4","7",NA
"this may seem redundant.","The Massacre At Hawkins Lab","4","7",NA
"For others, it appears a refresher is required.","The Massacre At Hawkins Lab","4","7",NA
"Eleven, please step forward.","The Massacre At Hawkins Lab","4","7",NA
"Last night, your sister Eleven suffered a concussion","The Massacre At Hawkins Lab","4","7",NA
"during her alone time in the rainbow room.","The Massacre At Hawkins Lab","4","7",NA
"Now, she claims to not have a memory of what happened.","The Massacre At Hawkins Lab","4","7",NA
"But injuries of this nature don't simply happen.","The Massacre At Hawkins Lab","4","7",NA
"Someone did this.","The Massacre At Hawkins Lab","4","7",NA
"Someone in this room.","The Massacre At Hawkins Lab","4","7",NA
"Now,","The Massacre At Hawkins Lab","4","7",NA
"who's going to tell me what happened?","The Massacre At Hawkins Lab","4","7",NA
"She must've… fallen.","The Massacre At Hawkins Lab","4","7",NA
"Fallen?","The Massacre At Hawkins Lab","4","7",NA
"You've seen her, Papa.","The Massacre At Hawkins Lab","4","7",NA
"She's clumsy.","The Massacre At Hawkins Lab","4","7",NA
"Stupid.","The Massacre At Hawkins Lab","4","7",NA
"Eleven, you may step back.","The Massacre At Hawkins Lab","4","7",NA
"Number Two, please step forward.","The Massacre At Hawkins Lab","4","7",NA
"Collar him.","The Massacre At Hawkins Lab","4","7",NA
"Thank you.","The Massacre At Hawkins Lab","4","7",NA
"You think because you demonstrate some talent","The Massacre At Hawkins Lab","4","7",NA
"that you're somehow immune to the rules, is that it?","The Massacre At Hawkins Lab","4","7",NA
"No, Papa.","The Massacre At Hawkins Lab","4","7",NA
"That the rules don't apply to you in the same way","The Massacre At Hawkins Lab","4","7",NA
"that they apply to your brothers and sisters?","The Massacre At Hawkins Lab","4","7",NA
"No, Papa.","The Massacre At Hawkins Lab","4","7",NA
"Then why did you attack Eleven?","The Massacre At Hawkins Lab","4","7",NA
"Did she tell you that?","The Massacre At Hawkins Lab","4","7",NA
"Are you asking the questions or am I?","The Massacre At Hawkins Lab","4","7",NA
"Did you attack Eleven?","The Massacre At Hawkins Lab","4","7",NA
"If she told you that, then… then she's lying.","The Massacre At Hawkins Lab","4","7",NA
"Papa, please, you have to believe me.","The Massacre At Hawkins Lab","4","7",NA
"Papa, please.","The Massacre At Hawkins Lab","4","7",NA
"She's lying...","The Massacre At Hawkins Lab","4","7",NA
"Now,","The Massacre At Hawkins Lab","4","7",NA
"shall we try again?","The Massacre At Hawkins Lab","4","7",NA
"What happened?","The Massacre At Hawkins Lab","4","7",NA
"It was an accident.","The Massacre At Hawkins Lab","4","7",NA
"Couldn't we have tried a road, or something just slightly less creepy?","The Massacre At Hawkins Lab","4","7",NA
"I think we're getting close. We're almost out of here. Don't worry.","The Massacre At Hawkins Lab","4","7",NA
"Eddie.","The Massacre At Hawkins Lab","4","7",NA
"Eddie. Hey, man. Uh…","The Massacre At Hawkins Lab","4","7",NA
"Listen, I just, uh…","The Massacre At Hawkins Lab","4","7",NA
"I just want to say thanks.","The Massacre At Hawkins Lab","4","7",NA
"For saving my ass back there.","The Massacre At Hawkins Lab","4","7",NA
"Shit. You saved your own ass, man.","The Massacre At Hawkins Lab","4","7",NA
"I mean, that was a real Ozzy move you pulled back there.","The Massacre At Hawkins Lab","4","7",NA
"Ozzy?","The Massacre At Hawkins Lab","4","7",NA
"When you took a bite out of that bat.","The Massacre At Hawkins Lab","4","7",NA
"Ozzy Osbourne?","The Massacre At Hawkins Lab","4","7",NA
"Black Sabbath?","The Massacre At Hawkins Lab","4","7",NA
"He bit a bat's head off onstage.","The Massacre At Hawkins Lab","4","7",NA
"I don't...","The Massacre At Hawkins Lab","4","7",NA
"You know? Doesn't matter.","The Massacre At Hawkins Lab","4","7",NA
"No.","The Massacre At Hawkins Lab","4","7",NA
"It's very metal, what you did. That's all I'm saying.","The Massacre At Hawkins Lab","4","7",NA
"Thanks.","The Massacre At Hawkins Lab","4","7",NA
"Henderson told me you were a badass. Insisted on the matter, in fact.","The Massacre At Hawkins Lab","4","7",NA
"Henderson said that?","The Massacre At Hawkins Lab","4","7",NA
"Oh yeah. Shit.","The Massacre At Hawkins Lab","4","7",NA
"Kid worships you, dude.","The Massacre At Hawkins Lab","4","7",NA
"Like, you have no idea. It's kinda annoying, to be honest.","The Massacre At Hawkins Lab","4","7",NA
"I don't even know why I care what that little shrimp thinks,","The Massacre At Hawkins Lab","4","7",NA
"but, uh, guess I got a little jealous, Steve.","The Massacre At Hawkins Lab","4","7",NA
"I guess I couldn't accept the fact that Steve Harrington","The Massacre At Hawkins Lab","4","7",NA
"was actually","The Massacre At Hawkins Lab","4","7",NA
"a good dude.","The Massacre At Hawkins Lab","4","7",NA
"Rich parents, popular, chicks love him. Not a douche?","The Massacre At Hawkins Lab","4","7",NA
"No way, man. No way. That, like,","The Massacre At Hawkins Lab","4","7",NA
"flies in the face of all the laws in the universe","The Massacre At Hawkins Lab","4","7",NA
"and my own personal Munson doctrine.","The Massacre At Hawkins Lab","4","7",NA
"Still super jealous as hell, by the way.","The Massacre At Hawkins Lab","4","7",NA
"Which is why I would never have jumped in that lake to save your ass.","The Massacre At Hawkins Lab","4","7",NA
"Not under any, uh… normal circumstances.","The Massacre At Hawkins Lab","4","7",NA
"Nope.","The Massacre At Hawkins Lab","4","7",NA
"Outside of D&amp;D, I am no hero.","The Massacre At Hawkins Lab","4","7",NA
"I see danger and I just turn heel and run.","The Massacre At Hawkins Lab","4","7",NA
"Or at least that's what I've learned about myself this week.","The Massacre At Hawkins Lab","4","7",NA
"Give yourself a break, man.","The Massacre At Hawkins Lab","4","7",NA
"See?","The Massacre At Hawkins Lab","4","7",NA
"The only reason I came in here was 'cause those ladies","The Massacre At Hawkins Lab","4","7",NA
"came in straight after you.","The Massacre At Hawkins Lab","4","7",NA
"Now, I was too ashamed to be the one who stayed behind.","The Massacre At Hawkins Lab","4","7",NA
"But Wheeler right there,","The Massacre At Hawkins Lab","4","7",NA
"she didn't waste a second.","The Massacre At Hawkins Lab","4","7",NA
"Not one second.","The Massacre At Hawkins Lab","4","7",NA
"She just dove right in.","The Massacre At Hawkins Lab","4","7",NA
"Now, I don't know what happened between you two,","The Massacre At Hawkins Lab","4","7",NA
"but if I were you,","The Massacre At Hawkins Lab","4","7",NA
"I would get her back.","The Massacre At Hawkins Lab","4","7",NA
"'Cause that","The Massacre At Hawkins Lab","4","7",NA
"was as unambiguous a sign of true love","The Massacre At Hawkins Lab","4","7",NA
"as these cynical eyes have ever seen.","The Massacre At Hawkins Lab","4","7",NA
"Goddamn it!","The Massacre At Hawkins Lab","4","7",NA
"Here we go again.","The Massacre At Hawkins Lab","4","7",NA
"Second on my list of least favorite things, earthquakes.","The Massacre At Hawkins Lab","4","7",NA
"Seriously, I'm unsteady enough as it is.","The Massacre At Hawkins Lab","4","7",NA
"Nancy!","The Massacre At Hawkins Lab","4","7",NA
"Where are you going?","The Massacre At Hawkins Lab","4","7",NA
"Nancy!","The Massacre At Hawkins Lab","4","7",NA
"Nancy!","The Massacre At Hawkins Lab","4","7",NA
"Come on.","The Massacre At Hawkins Lab","4","7",NA
"Steve, do you copy?","The Massacre At Hawkins Lab","4","7",NA
"Nancy? Robin?","The Massacre At Hawkins Lab","4","7",NA
"This is Dustin. Where are you?","The Massacre At Hawkins Lab","4","7",NA
"We've been collared by the law. I repeat, we've been collared by the law.","The Massacre At Hawkins Lab","4","7",NA
"Do you copy?","The Massacre At Hawkins Lab","4","7",NA
"Shit!","The Massacre At Hawkins Lab","4","7",NA
"Should we get lawyers?","The Massacre At Hawkins Lab","4","7",NA
"We're not ready for that.","The Massacre At Hawkins Lab","4","7",NA
"As far as we know, nobody did anything wrong.","The Massacre At Hawkins Lab","4","7",NA
"But what if they did do something wrong?","The Massacre At Hawkins Lab","4","7",NA
"Anything?","The Massacre At Hawkins Lab","4","7",NA
"Nothing.","The Massacre At Hawkins Lab","4","7",NA
"You don't think they went through…","The Massacre At Hawkins Lab","4","7",NA
"Through Watergate?","The Massacre At Hawkins Lab","4","7",NA
"Without us? Without a plan? Without weapons?","The Massacre At Hawkins Lab","4","7",NA
"They wouldn't be that stupid.","The Massacre At Hawkins Lab","4","7",NA
"Yeah.","The Massacre At Hawkins Lab","4","7",NA
"They must just be laying low 'cause the law got us.","The Massacre At Hawkins Lab","4","7",NA
"""The law""?","The Massacre At Hawkins Lab","4","7",NA
"What is this, Gun smoke?","The Massacre At Hawkins Lab","4","7",NA
"The Stupid and the Ugly?","The Massacre At Hawkins Lab","4","7",NA
"Should I round up the posse?","The Massacre At Hawkins Lab","4","7",NA
"Saddle the horses?","The Massacre At Hawkins Lab","4","7",NA
"Erica.","The Massacre At Hawkins Lab","4","7",NA
"Please, just go away.","The Massacre At Hawkins Lab","4","7",NA
"Here's the deal.","The Massacre At Hawkins Lab","4","7",NA
"Either you tell me what's happening","The Massacre At Hawkins Lab","4","7",NA
"or I tell Dustin what I found under your bed.","The Massacre At Hawkins Lab","4","7",NA
"Please, no.","The Massacre At Hawkins Lab","4","7",NA
"Spill your guts, cowpuncher.","The Massacre At Hawkins Lab","4","7",NA
"What'd she find?","The Massacre At Hawkins Lab","4","7",NA
"Nothing.","The Massacre At Hawkins Lab","4","7",NA
"Is it gross?","The Massacre At Hawkins Lab","4","7",NA
"Scale of one to ten.","The Massacre At Hawkins Lab","4","7",NA
"A hundred.","The Massacre At Hawkins Lab","4","7",NA
"A hundred?","The Massacre At Hawkins Lab","4","7",NA
"The serial killer is a dark wizard from the Upside Down.","The Massacre At Hawkins Lab","4","7",NA
"And we've been looking for him,","The Massacre At Hawkins Lab","4","7",NA
"but he's in the Upside Down, which we can't reach.","The Massacre At Hawkins Lab","4","7",NA
"At least we thought we couldn't,","The Massacre At Hawkins Lab","4","7",NA
"until we found a gate at Lover's Lake.","The Massacre At Hawkins Lab","4","7",NA
"That was the reason why we were there, but these stupid cops grabbed us.","The Massacre At Hawkins Lab","4","7",NA
"And if you tell anyone about this,","The Massacre At Hawkins Lab","4","7",NA
"that's including Mom","The Massacre At Hawkins Lab","4","7",NA
"and Dad","The Massacre At Hawkins Lab","4","7",NA
"and Tina…","The Massacre At Hawkins Lab","4","7",NA
"…especially Tina,","The Massacre At Hawkins Lab","4","7",NA
"I…","The Massacre At Hawkins Lab","4","7",NA
